Report Number,Date Reported,City,crime_type,Victim Age,Victim Gender,Weapon Used,latitude,longitude,zone_type,crowd_density,severity_score,source,hour,is_night,day_of_week,safety_score,is_safe_route
RPT008910,2024-06-07 18:00:00,Bengaluru,Burglary,23,Other,Blunt Object,12.970481,77.634719,Industrial,43,4,official_fir,18,0,2,5.11,0
RPT008911,2024-03-31 16:00:00,Hyderabad,Assault,59,Other,Poison,17.394115,78.495235,Residential,31,1,crowdsourced,16,0,0,8.03,1
RPT008912,2024-01-26 19:00:00,Delhi,Harassment,69,Female,Poison,28.567517,77.241326,Park,45,3,official_fir,19,0,4,6.1,1
RPT008913,2024-03-04 11:00:00,Mumbai,Molestation,70,Other,Blunt Object,18.95696,72.860038,Industrial,24,5,news_report,11,0,6,2.66,0
RPT008914,2024-04-18 18:00:00,Kolkata,Burglary,70,Male,Blunt Object,22.550726,88.323355,Commercial,11,1,news_report,18,0,5,8.11,1
RPT008915,2024-06-21 11:00:00,Delhi,Harassment,43,Other,Poison,28.600078,77.249272,Market,44,3,news_report,11,0,3,4.74,0
RPT008916,2024-05-13 04:00:00,Hyderabad,Snatching,65,Female,Sharp Object,17.378428,78.47378,Industrial,91,3,news_report,4,1,4,3.04,0
RPT008917,2024-06-13 08:00:00,Bengaluru,Snatching,27,Female,Blunt Object,12.925414,77.604746,Industrial,57,5,news_report,8,0,5,2.5,0
RPT008918,2024-06-08 20:00:00,Bengaluru,Burglary,44,Female,Blunt Object,13.020574,77.704372,Slum,89,5,news_report,20,1,0,0.0,0
RPT008919,2024-01-22 13:00:00,Bengaluru,Theft,32,Other,Blunt Object,12.954499,77.610929,Slum,31,4,crowdsourced,13,0,4,2.76,0
RPT008920,2024-01-23 01:00:00,Delhi,Burglary,24,Other,Blunt Object,28.586063,77.238822,Park,15,1,official_fir,1,1,0,6.27,1
RPT008921,2024-04-12 14:00:00,Hyderabad,Theft,65,Male,Blunt Object,17.454025,78.49073,Market,52,2,official_fir,14,0,5,5.24,0
RPT008922,2024-01-12 16:00:00,Bengaluru,Molestation,24,Other,None,13.002943,77.580823,Slum,24,2,crowdsourced,16,0,5,7.36,1
RPT008923,2024-02-17 15:00:00,Mumbai,Assault,29,Female,Blunt Object,19.123766,72.883952,Park,28,2,news_report,15,0,1,4.82,0
RPT008924,2024-01-18 02:00:00,Hyderabad,Molestation,14,Female,Poison,17.373541,78.544968,Residential,84,1,crowdsourced,2,1,4,4.39,0
RPT008925,2024-06-27 11:00:00,Bengaluru,Molestation,65,Male,Sharp Object,12.962771,77.514562,Market,96,4,crowdsourced,11,0,6,2.86,0
RPT008926,2024-06-06 00:00:00,Kolkata,Harassment,70,Female,None,22.496457,88.348904,Slum,96,2,official_fir,0,1,4,3.92,0
RPT008927,2024-06-27 16:00:00,Chennai,Assault,39,Male,None,13.045448,80.207899,Market,27,2,crowdsourced,16,0,4,9.19,1
RPT008928,2024-04-06 06:00:00,Kolkata,Theft,54,Female,Blunt Object,22.663876,88.289535,Park,10,2,news_report,6,0,1,6.2,1
RPT008929,2024-03-13 18:00:00,Chennai,Theft,26,Female,Blunt Object,13.098349,80.261659,Park,61,4,official_fir,18,0,1,3.7,0
RPT008930,2024-03-23 04:00:00,Mumbai,Assault,18,Other,Poison,19.106861,72.871662,Market,58,1,crowdsourced,4,1,5,5.11,0
RPT008931,2024-05-27 18:00:00,Mumbai,Snatching,73,Male,Poison,19.080713,72.884008,Park,24,4,crowdsourced,18,0,4,3.65,0
RPT008932,2024-04-27 19:00:00,Mumbai,Snatching,38,Female,Sharp Object,19.113531,72.86742,Residential,78,1,crowdsourced,19,0,6,6.28,1
RPT008933,2024-01-30 05:00:00,Hyderabad,Assault,15,Other,None,17.391537,78.46909,Industrial,27,3,news_report,5,1,0,5.84,0
RPT008934,2024-01-04 02:00:00,Bengaluru,Burglary,46,Other,Sharp Object,13.061311,77.585668,Slum,64,4,crowdsourced,2,1,3,3.71,0
RPT008935,2024-03-30 08:00:00,Bengaluru,Assault,23,Female,Blunt Object,12.978564,77.680228,Industrial,20,4,crowdsourced,8,0,5,2.09,0
RPT008936,2024-04-07 08:00:00,Delhi,Burglary,61,Female,Blunt Object,28.608211,77.122836,Park,68,5,official_fir,8,0,2,2.07,0
RPT008937,2024-03-23 12:00:00,Bengaluru,Theft,63,Other,None,13.039716,77.614459,Industrial,65,5,official_fir,12,0,0,1.61,0
RPT008938,2024-02-20 19:00:00,Kolkata,Burglary,71,Other,None,22.621609,88.41672,Residential,24,4,news_report,19,0,5,4.01,0
RPT008939,2024-06-16 21:00:00,Mumbai,Assault,37,Male,Poison,19.081279,72.953392,Industrial,44,4,official_fir,21,1,2,2.9,0
RPT008940,2024-04-25 21:00:00,Chennai,Snatching,36,Other,Blunt Object,12.995134,80.237492,Industrial,72,4,official_fir,21,1,5,3.4,0
RPT008941,2024-04-21 22:00:00,Delhi,Assault,70,Other,Poison,28.620315,77.202595,Industrial,59,4,official_fir,22,1,5,2.66,0
RPT008942,2024-03-10 00:00:00,Hyderabad,Theft,73,Male,Blunt Object,17.438358,78.486778,Park,23,2,news_report,0,1,3,4.58,0
RPT008943,2024-03-29 04:00:00,Hyderabad,Snatching,59,Other,Poison,17.426344,78.503608,Residential,58,4,crowdsourced,4,1,5,1.91,0
RPT008944,2024-03-19 04:00:00,Bengaluru,Molestation,76,Other,Poison,12.998953,77.595937,Residential,53,2,official_fir,4,1,5,4.45,0
RPT008945,2024-01-22 05:00:00,Mumbai,Snatching,13,Other,Sharp Object,19.139472,72.935405,Market,80,2,news_report,5,1,2,4.87,0
RPT008946,2024-03-25 01:00:00,Hyderabad,Assault,64,Male,Sharp Object,17.411355,78.472782,Slum,63,2,news_report,1,1,1,2.4,0
RPT008947,2024-02-01 08:00:00,Mumbai,Assault,11,Other,Poison,19.143186,72.9545,Residential,82,4,crowdsourced,8,0,6,3.15,0
RPT008948,2024-01-18 11:00:00,Chennai,Burglary,60,Other,Blunt Object,13.117365,80.286067,Industrial,26,5,official_fir,11,0,1,3.16,0
RPT008949,2024-03-12 09:00:00,Kolkata,Assault,48,Female,Blunt Object,22.689048,88.416959,Slum,96,3,news_report,9,0,3,4.18,0
RPT008950,2024-02-28 07:00:00,Mumbai,Snatching,75,Female,Poison,19.008683,72.911372,Residential,25,1,crowdsourced,7,0,6,6.84,1
RPT008951,2024-05-06 09:00:00,Hyderabad,Theft,25,Other,Poison,17.293802,78.389291,Park,33,3,official_fir,9,0,2,5.8,0
RPT008952,2024-04-29 06:00:00,Delhi,Burglary,25,Other,None,28.65229,77.261808,Residential,26,3,official_fir,6,0,1,4.84,0
RPT008953,2024-02-10 03:00:00,Delhi,Theft,59,Female,Poison,28.66992,77.151186,Park,35,5,crowdsourced,3,1,4,2.46,0
RPT008954,2024-02-14 08:00:00,Chennai,Theft,23,Male,None,13.05243,80.216034,Market,80,3,official_fir,8,0,4,5.11,0
RPT008955,2024-01-31 22:00:00,Hyderabad,Harassment,16,Other,None,17.425921,78.540402,Market,60,5,crowdsourced,22,1,1,1.02,0
RPT008956,2024-06-15 20:00:00,Hyderabad,Molestation,62,Male,None,17.311693,78.460933,Park,75,2,crowdsourced,20,1,0,7.55,1
RPT008957,2024-04-10 12:00:00,Hyderabad,Assault,33,Female,Sharp Object,17.336702,78.52989,Residential,93,2,crowdsourced,12,0,3,7.04,1
RPT008958,2024-02-17 03:00:00,Bengaluru,Snatching,35,Female,Sharp Object,12.982427,77.54,Commercial,18,5,news_report,3,1,6,0.0,0
RPT008959,2024-02-04 20:00:00,Delhi,Harassment,11,Female,Poison,28.660269,77.205175,Market,78,3,crowdsourced,20,1,4,2.44,0
RPT008960,2024-06-12 02:00:00,Mumbai,Harassment,33,Female,Sharp Object,19.136085,72.905214,Slum,11,1,crowdsourced,2,1,4,4.7,0
RPT008961,2024-06-18 05:00:00,Kolkata,Molestation,44,Male,Poison,22.65216,88.39752,Slum,69,3,official_fir,5,1,2,1.7,0
RPT008962,2024-03-09 11:00:00,Hyderabad,Theft,22,Female,Blunt Object,17.367343,78.470184,Market,98,5,official_fir,11,0,4,0.15,0
RPT008963,2024-03-08 00:00:00,Kolkata,Molestation,32,Male,Blunt Object,22.532029,88.402615,Market,25,4,official_fir,0,1,6,3.03,0
RPT008964,2024-06-02 19:00:00,Hyderabad,Burglary,68,Female,Blunt Object,17.356123,78.560797,Industrial,27,1,news_report,19,0,3,6.67,1
RPT008965,2024-06-04 15:00:00,Chennai,Harassment,48,Female,Blunt Object,13.072428,80.207355,Market,80,1,news_report,15,0,1,7.19,1
RPT008966,2024-04-26 05:00:00,Delhi,Harassment,17,Male,None,28.547014,77.201359,Slum,34,1,official_fir,5,1,2,4.76,0
RPT008967,2024-02-04 14:00:00,Mumbai,Snatching,62,Male,None,19.091795,72.914694,Commercial,73,2,official_fir,14,0,3,8.25,1
RPT008968,2024-03-24 13:00:00,Chennai,Assault,22,Other,Blunt Object,13.000342,80.270704,Commercial,26,1,official_fir,13,0,6,8.93,1
RPT008969,2024-04-10 17:00:00,Delhi,Burglary,16,Other,None,28.648645,77.132536,Residential,94,5,news_report,17,0,3,4.12,0
RPT008970,2024-06-02 23:00:00,Mumbai,Theft,21,Other,Blunt Object,19.128378,72.863525,Slum,12,2,official_fir,23,1,4,2.16,0
RPT008971,2024-03-24 18:00:00,Chennai,Theft,29,Male,Poison,13.130629,80.316377,Industrial,74,1,news_report,18,0,5,8.17,1
RPT008972,2024-05-13 11:00:00,Delhi,Burglary,54,Other,Poison,28.601346,77.257544,Market,89,1,official_fir,11,0,2,7.47,1
RPT008973,2024-01-31 02:00:00,Hyderabad,Burglary,38,Male,Sharp Object,17.423093,78.573816,Residential,20,1,official_fir,2,1,5,6.89,1
RPT008974,2024-01-10 04:00:00,Bengaluru,Theft,26,Other,None,12.978174,77.582201,Industrial,36,1,news_report,4,1,0,9.08,1
RPT008975,2024-02-10 23:00:00,Kolkata,Snatching,51,Other,Poison,22.572541,88.351142,Park,71,3,official_fir,23,1,5,4.03,0
RPT008976,2024-04-10 13:00:00,Chennai,Molestation,10,Male,Sharp Object,13.135706,80.263274,Market,21,1,news_report,13,0,0,8.1,1
RPT008977,2024-02-16 10:00:00,Delhi,Molestation,45,Male,Blunt Object,28.605452,77.192851,Commercial,54,1,official_fir,10,0,1,5.86,0
RPT008978,2024-01-29 05:00:00,Chennai,Burglary,25,Female,Sharp Object,13.121452,80.184897,Slum,44,5,official_fir,5,1,0,0.0,0
RPT008979,2024-06-28 09:00:00,Hyderabad,Harassment,28,Female,None,17.381391,78.386491,Park,12,5,official_fir,9,0,0,4.03,0
RPT008980,2024-03-19 09:00:00,Chennai,Snatching,75,Male,Sharp Object,13.082722,80.224327,Industrial,97,3,news_report,9,0,4,4.95,0
RPT008981,2024-03-30 15:00:00,Delhi,Theft,48,Other,None,28.523658,77.257519,Residential,11,5,official_fir,15,0,0,1.43,0
RPT008982,2024-05-02 21:00:00,Hyderabad,Theft,41,Male,Blunt Object,17.394183,78.479418,Industrial,26,5,official_fir,21,1,4,1.07,0
RPT008983,2024-05-30 06:00:00,Mumbai,Theft,60,Male,None,19.06454,72.860624,Market,21,3,news_report,6,0,0,7.07,1
RPT008984,2024-03-14 17:00:00,Chennai,Burglary,22,Female,Poison,13.061709,80.2445,Commercial,40,3,official_fir,17,0,5,4.84,0
RPT008985,2024-02-03 05:00:00,Delhi,Assault,78,Other,Sharp Object,28.507103,77.269496,Market,96,2,official_fir,5,1,4,6.11,1
RPT008986,2024-04-10 23:00:00,Kolkata,Snatching,68,Female,Sharp Object,22.476685,88.396007,Commercial,59,3,news_report,23,1,3,5.58,0
RPT008987,2024-04-17 09:00:00,Kolkata,Theft,26,Female,Poison,22.648328,88.36437,Industrial,43,4,crowdsourced,9,0,6,2.93,0
RPT008988,2024-06-21 17:00:00,Bengaluru,Harassment,43,Male,Sharp Object,12.956863,77.610468,Slum,35,2,crowdsourced,17,0,4,5.56,0
RPT008989,2024-02-09 01:00:00,Kolkata,Assault,47,Male,Sharp Object,22.683012,88.366681,Market,76,5,crowdsourced,1,1,3,1.93,0
RPT008990,2024-01-02 18:00:00,Mumbai,Harassment,40,Male,Blunt Object,19.148386,72.821124,Market,99,1,crowdsourced,18,0,5,6.92,1
RPT008991,2024-01-03 16:00:00,Mumbai,Harassment,23,Male,Poison,19.175963,72.877869,Slum,53,1,news_report,16,0,5,5.32,0
RPT008992,2024-05-09 23:00:00,Delhi,Snatching,59,Female,Sharp Object,28.61703,77.235088,Market,29,1,news_report,23,1,6,7.25,1
RPT008993,2024-01-13 00:00:00,Chennai,Molestation,72,Female,Sharp Object,13.060135,80.27801,Slum,14,5,official_fir,0,1,3,1.65,0
RPT008994,2024-05-10 03:00:00,Kolkata,Theft,66,Other,Sharp Object,22.565134,88.415014,Slum,16,5,news_report,3,1,5,1.31,0
RPT008995,2024-04-06 13:00:00,Delhi,Molestation,54,Female,Sharp Object,28.658661,77.239364,Park,91,3,crowdsourced,13,0,0,6.38,1
RPT008996,2024-05-29 03:00:00,Hyderabad,Snatching,45,Other,Sharp Object,17.286808,78.508436,Park,56,2,news_report,3,1,5,5.23,0
RPT008997,2024-03-17 23:00:00,Chennai,Molestation,52,Male,Blunt Object,13.093543,80.209593,Slum,11,2,official_fir,23,1,4,3.49,0
RPT008998,2024-05-23 05:00:00,Delhi,Harassment,78,Female,Blunt Object,28.670463,77.151426,Commercial,57,2,news_report,5,1,2,5.73,0
RPT008999,2024-04-26 10:00:00,Kolkata,Harassment,70,Female,None,22.636728,88.435968,Commercial,33,4,official_fir,10,0,3,2.98,0
RPT009000,2024-02-08 14:00:00,Delhi,Snatching,79,Other,Blunt Object,28.560183,77.184465,Commercial,39,5,official_fir,14,0,1,3.1,0
RPT009001,2024-06-17 06:00:00,Kolkata,Harassment,21,Female,Sharp Object,22.553187,88.381961,Residential,86,4,crowdsourced,6,0,5,2.55,0
RPT009002,2024-06-21 13:00:00,Kolkata,Harassment,20,Male,Blunt Object,22.481875,88.347762,Commercial,67,3,news_report,13,0,1,4.61,0
RPT009003,2024-05-21 21:00:00,Mumbai,Assault,58,Female,Sharp Object,19.027681,72.845388,Residential,92,3,crowdsourced,21,1,6,4.14,0
RPT009004,2024-01-03 22:00:00,Hyderabad,Burglary,26,Male,None,17.360898,78.479285,Commercial,18,3,crowdsourced,22,1,1,4.96,0
RPT009005,2024-01-13 10:00:00,Chennai,Burglary,24,Other,Poison,13.081655,80.324602,Industrial,89,1,official_fir,10,0,6,6.11,1
RPT009006,2024-05-07 12:00:00,Bengaluru,Burglary,70,Female,Poison,12.942596,77.541706,Industrial,89,1,crowdsourced,12,0,4,6.42,1
RPT009007,2024-05-22 09:00:00,Bengaluru,Snatching,61,Female,None,12.995479,77.58898,Commercial,91,1,official_fir,9,0,3,7.49,1
RPT009008,2024-06-26 01:00:00,Bengaluru,Burglary,52,Female,Sharp Object,12.962434,77.608648,Residential,44,2,official_fir,1,1,1,3.52,0
RPT009009,2024-05-26 02:00:00,Mumbai,Molestation,21,Female,Poison,19.1107,72.916773,Commercial,88,5,news_report,2,1,1,3.59,0
RPT009010,2024-05-26 05:00:00,Kolkata,Harassment,69,Male,None,22.569821,88.348198,Slum,53,2,official_fir,5,1,5,4.79,0
RPT009011,2024-02-17 12:00:00,Chennai,Snatching,29,Female,Sharp Object,13.121162,80.329306,Market,86,1,news_report,12,0,6,7.96,1
RPT009012,2024-01-16 19:00:00,Hyderabad,Molestation,21,Other,Poison,17.326458,78.491784,Slum,80,3,crowdsourced,19,0,3,1.42,0
RPT009013,2024-03-01 07:00:00,Bengaluru,Snatching,77,Male,None,12.905347,77.566992,Market,82,2,news_report,7,0,4,8.49,1
RPT009014,2024-01-07 22:00:00,Delhi,Snatching,49,Female,Sharp Object,28.668685,77.202962,Market,57,2,official_fir,22,1,2,5.07,0
RPT009015,2024-06-03 21:00:00,Delhi,Harassment,79,Other,None,28.676367,77.206922,Residential,31,3,news_report,21,1,1,5.64,0
RPT009016,2024-04-18 16:00:00,Kolkata,Molestation,47,Female,None,22.495513,88.303996,Market,24,5,crowdsourced,16,0,3,3.11,0
RPT009017,2024-05-01 10:00:00,Bengaluru,Harassment,39,Other,Poison,12.932053,77.574429,Market,14,4,news_report,10,0,1,3.81,0
RPT009018,2024-06-05 07:00:00,Delhi,Theft,35,Male,Blunt Object,28.711489,77.205095,Market,63,4,crowdsourced,7,0,0,3.25,0
RPT009019,2024-03-28 23:00:00,Mumbai,Snatching,34,Male,None,19.173172,72.951973,Slum,10,3,crowdsourced,23,1,3,3.62,0
RPT009020,2024-04-01 20:00:00,Hyderabad,Theft,24,Other,None,17.297118,78.623188,Park,26,2,crowdsourced,20,1,0,6.55,1
RPT009021,2024-03-09 14:00:00,Hyderabad,Theft,18,Male,Sharp Object,17.396247,78.419296,Residential,14,1,news_report,14,0,1,7.54,1
RPT009022,2024-02-27 03:00:00,Kolkata,Theft,36,Male,Sharp Object,22.53721,88.381311,Commercial,32,4,official_fir,3,1,3,4.34,0
RPT009023,2024-04-26 10:00:00,Delhi,Burglary,73,Male,Poison,28.605382,77.217796,Slum,64,3,news_report,10,0,3,2.95,0
RPT009024,2024-01-25 19:00:00,Hyderabad,Snatching,68,Female,Blunt Object,17.436621,78.449364,Slum,13,3,official_fir,19,0,4,4.22,0
RPT009025,2024-01-14 06:00:00,Mumbai,Snatching,30,Male,Sharp Object,19.120298,72.913514,Slum,26,4,news_report,6,0,2,2.9,0
RPT009026,2024-02-04 04:00:00,Kolkata,Burglary,41,Male,Poison,22.604879,88.369463,Commercial,16,3,crowdsourced,4,1,5,5.7,0
RPT009027,2024-03-16 20:00:00,Kolkata,Theft,43,Male,Blunt Object,22.56606,88.401917,Market,25,4,news_report,20,1,1,1.26,0
RPT009028,2024-01-11 10:00:00,Hyderabad,Snatching,45,Other,Poison,17.334416,78.541865,Park,98,3,crowdsourced,10,0,5,5.36,0
RPT009029,2024-05-06 09:00:00,Delhi,Snatching,35,Female,None,28.630632,77.176082,Industrial,25,4,crowdsourced,9,0,4,4.0,0
RPT009030,2024-02-12 22:00:00,Hyderabad,Snatching,17,Other,Poison,17.391947,78.454386,Commercial,50,5,crowdsourced,22,1,0,0.64,0
RPT009031,2024-03-07 10:00:00,Kolkata,Assault,28,Male,Sharp Object,22.583862,88.354406,Slum,78,1,news_report,10,0,6,7.2,1
RPT009032,2024-04-06 23:00:00,Mumbai,Theft,47,Other,Blunt Object,19.079879,72.830283,Residential,17,4,crowdsourced,23,1,1,3.75,0
RPT009033,2024-04-21 11:00:00,Bengaluru,Snatching,37,Female,Sharp Object,12.941029,77.610746,Park,25,2,official_fir,11,0,3,6.73,1
RPT009034,2024-01-17 04:00:00,Delhi,Harassment,44,Other,None,28.642301,77.189876,Industrial,24,5,crowdsourced,4,1,0,0.0,0
RPT009035,2024-03-21 14:00:00,Hyderabad,Harassment,26,Other,Sharp Object,17.36201,78.492316,Park,42,1,news_report,14,0,2,8.2,1
RPT009036,2024-04-17 10:00:00,Delhi,Molestation,50,Other,Blunt Object,28.709863,77.229064,Industrial,24,2,news_report,10,0,1,7.15,1
RPT009037,2024-02-14 09:00:00,Chennai,Burglary,28,Male,Poison,13.061048,80.300217,Residential,27,5,official_fir,9,0,2,1.28,0
RPT009038,2024-06-19 18:00:00,Chennai,Burglary,19,Female,Sharp Object,13.05956,80.347495,Commercial,61,5,news_report,18,0,5,3.4,0
RPT009039,2024-03-21 09:00:00,Chennai,Harassment,49,Male,Blunt Object,13.112043,80.197139,Residential,79,1,news_report,9,0,5,9.27,1
RPT009040,2024-05-26 05:00:00,Mumbai,Assault,25,Other,Blunt Object,19.173159,72.867738,Industrial,63,1,official_fir,5,1,0,5.71,0
RPT009041,2024-03-28 10:00:00,Kolkata,Burglary,24,Female,Blunt Object,22.545017,88.393571,Industrial,44,2,crowdsourced,10,0,4,5.86,0
RPT009042,2024-04-27 23:00:00,Hyderabad,Assault,59,Female,None,17.391425,78.518077,Market,30,5,official_fir,23,1,4,2.49,0
RPT009043,2024-02-27 06:00:00,Delhi,Theft,57,Female,Sharp Object,28.7279,77.2657,Commercial,95,1,news_report,6,0,4,7.26,1
RPT009044,2024-04-11 03:00:00,Mumbai,Burglary,54,Other,Sharp Object,19.052343,72.849337,Commercial,78,1,official_fir,3,1,5,5.65,0
RPT009045,2024-02-08 08:00:00,Bengaluru,Burglary,13,Other,None,12.977939,77.573395,Industrial,44,4,news_report,8,0,1,5.79,0
RPT009046,2024-03-02 11:00:00,Mumbai,Assault,39,Other,Poison,19.059912,72.866205,Industrial,66,4,news_report,11,0,5,4.28,0
RPT009047,2024-05-21 18:00:00,Kolkata,Burglary,46,Female,None,22.674314,88.370397,Slum,42,5,official_fir,18,0,4,2.38,0
RPT009048,2024-01-31 13:00:00,Delhi,Burglary,37,Male,None,28.602993,77.135109,Market,40,3,official_fir,13,0,1,7.5,1
RPT009049,2024-04-17 03:00:00,Bengaluru,Molestation,40,Other,Sharp Object,12.953875,77.551172,Slum,66,3,crowdsourced,3,1,2,3.01,0
RPT009050,2024-02-27 15:00:00,Delhi,Snatching,62,Male,Poison,28.737637,77.162288,Commercial,49,3,news_report,15,0,2,5.25,0
RPT009051,2024-03-13 06:00:00,Chennai,Burglary,70,Female,Sharp Object,13.112311,80.286597,Residential,14,4,crowdsourced,6,0,6,4.16,0
RPT009052,2024-04-09 03:00:00,Hyderabad,Burglary,33,Male,None,17.359537,78.482601,Industrial,57,4,crowdsourced,3,1,0,5.55,0
RPT009053,2024-03-31 13:00:00,Delhi,Harassment,42,Other,Sharp Object,28.622517,77.298399,Industrial,21,4,news_report,13,0,1,5.69,0
RPT009054,2024-03-12 17:00:00,Mumbai,Theft,65,Female,None,19.178319,72.812968,Commercial,43,1,crowdsourced,17,0,0,9.66,1
RPT009055,2024-02-01 09:00:00,Bengaluru,Burglary,11,Male,None,12.945007,77.550947,Park,81,2,official_fir,9,0,2,8.46,1
RPT009056,2024-05-15 06:00:00,Hyderabad,Theft,78,Female,Blunt Object,17.360629,78.52702,Residential,10,5,crowdsourced,6,0,5,3.61,0
RPT009057,2024-02-03 03:00:00,Chennai,Snatching,41,Male,Poison,13.08439,80.219792,Industrial,34,5,news_report,3,1,0,1.63,0
RPT009058,2024-02-15 22:00:00,Delhi,Snatching,67,Other,Blunt Object,28.624789,77.179312,Industrial,62,1,crowdsourced,22,1,5,6.16,1
RPT009059,2024-01-07 06:00:00,Delhi,Harassment,46,Other,Blunt Object,28.597351,77.212021,Market,37,5,crowdsourced,6,0,2,2.38,0
RPT009060,2024-02-01 13:00:00,Chennai,Harassment,41,Other,Poison,13.202603,80.237917,Commercial,75,5,news_report,13,0,6,3.08,0
RPT009061,2024-04-08 19:00:00,Hyderabad,Burglary,45,Female,Poison,17.427452,78.472365,Industrial,95,4,official_fir,19,0,0,2.53,0
RPT009062,2024-06-25 00:00:00,Delhi,Molestation,24,Female,Sharp Object,28.618355,77.173192,Slum,29,5,news_report,0,1,5,0.0,0
RPT009063,2024-06-09 03:00:00,Kolkata,Snatching,26,Male,Poison,22.615717,88.44271,Commercial,68,4,official_fir,3,1,2,2.46,0
RPT009064,2024-06-15 07:00:00,Kolkata,Molestation,41,Other,Blunt Object,22.542599,88.356774,Commercial,70,2,news_report,7,0,2,4.37,0
RPT009065,2024-03-24 13:00:00,Mumbai,Assault,43,Other,Blunt Object,18.976812,72.978191,Park,95,1,official_fir,13,0,6,7.41,1
RPT009066,2024-02-12 00:00:00,Delhi,Assault,65,Female,Poison,28.66537,77.241475,Market,90,5,crowdsourced,0,1,1,0.17,0
RPT009067,2024-05-31 14:00:00,Kolkata,Theft,38,Male,Poison,22.550624,88.378291,Slum,20,5,news_report,14,0,0,2.08,0
RPT009068,2024-04-29 10:00:00,Kolkata,Molestation,10,Female,None,22.546695,88.370328,Slum,52,4,news_report,10,0,1,4.2,0
RPT009069,2024-05-07 16:00:00,Mumbai,Molestation,71,Other,None,19.1234,72.886661,Industrial,22,3,crowdsourced,16,0,3,4.91,0
RPT009070,2024-02-08 21:00:00,Bengaluru,Theft,50,Other,Blunt Object,13.0072,77.58514,Market,10,5,crowdsourced,21,1,4,3.04,0
RPT009071,2024-03-15 22:00:00,Delhi,Theft,41,Female,Poison,28.52669,77.323738,Commercial,52,1,official_fir,22,1,5,4.52,0
RPT009072,2024-02-26 06:00:00,Hyderabad,Theft,78,Other,Sharp Object,17.323586,78.495767,Commercial,73,4,news_report,6,0,1,3.5,0
RPT009073,2024-01-05 23:00:00,Bengaluru,Molestation,46,Male,Poison,13.072149,77.660575,Market,62,4,news_report,23,1,0,3.26,0
RPT009074,2024-01-30 07:00:00,Hyderabad,Burglary,34,Male,Blunt Object,17.383734,78.437783,Residential,61,4,crowdsourced,7,0,1,3.08,0
RPT009075,2024-02-06 04:00:00,Kolkata,Molestation,64,Other,None,22.569886,88.385825,Commercial,50,2,official_fir,4,1,0,5.89,0
RPT009076,2024-04-24 02:00:00,Chennai,Burglary,63,Female,Blunt Object,13.093231,80.245854,Residential,80,5,news_report,2,1,6,0.0,0
RPT009077,2024-01-05 17:00:00,Kolkata,Theft,45,Male,Blunt Object,22.444026,88.414377,Park,18,2,news_report,17,0,5,7.21,1
RPT009078,2024-02-04 15:00:00,Bengaluru,Snatching,75,Male,Poison,13.022047,77.617112,Slum,70,4,crowdsourced,15,0,0,4.69,0
RPT009079,2024-01-26 18:00:00,Chennai,Burglary,59,Female,Poison,13.097465,80.278018,Market,26,4,official_fir,18,0,1,2.76,0
RPT009080,2024-03-08 09:00:00,Chennai,Molestation,55,Female,Sharp Object,13.026989,80.265448,Park,10,3,crowdsourced,9,0,0,5.35,0
RPT009081,2024-01-25 18:00:00,Delhi,Burglary,31,Male,Blunt Object,28.672533,77.182804,Industrial,45,5,official_fir,18,0,1,1.1,0
RPT009082,2024-03-20 15:00:00,Bengaluru,Theft,53,Female,Poison,13.01225,77.628411,Industrial,94,5,official_fir,15,0,3,2.07,0
RPT009083,2024-03-14 23:00:00,Mumbai,Snatching,14,Male,Blunt Object,19.0609,72.87516,Residential,51,2,official_fir,23,1,1,4.53,0
RPT009084,2024-05-05 22:00:00,Mumbai,Burglary,63,Male,Blunt Object,19.131389,72.881603,Commercial,49,4,official_fir,22,1,5,3.52,0
